round_no,best_para,time,best_fitness
0,"[16.50199826901448, 94.32450411076873, 38.18999981986477, 5.296927484718693, 40.9676503100212, 0.3187987968624336, 0.020049510879519436, 0.39779868866168333, 7.414533421199586]",5.501507960277777,0.04538596421480179
